epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.7006	0.5000	0.5374	0.7110	0.3309	0.4966
2	0.6988	0.5000	0.6020	0.7144	0.3327	0.4876
3	0.7007	0.5012	0.5998	0.6967	0.3993	0.4745
4	0.6949	0.5074	0.5937	0.7012	0.3597	0.4943
5	0.6914	0.5382	0.6008	0.7061	0.3453	0.4972
6	0.6985	0.5099	0.6341	0.7144	0.3327	0.4946
7	0.6889	0.5308	0.6266	0.7079	0.3453	0.4746
8	0.6919	0.5209	0.6561	0.7080	0.3381	0.5078
9	0.6843	0.5542	0.6530	0.7263	0.3327	0.4945
10	0.6888	0.5406	0.6521	0.7052	0.3759	0.4839
11	0.6867	0.5616	0.6615	0.7592	0.3381	0.4999
12	0.6934	0.5271	0.6759	0.6904	0.5234	0.4890
13	0.6829	0.5653	0.6911	0.6930	0.4964	0.4987
14	0.6793	0.5493	0.6853	0.6970	0.4784	0.4865
15	0.6690	0.5874	0.6957	0.7167	0.3975	0.4992
