epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.6935	0.5144	0.5779	0.6758	0.5637	0.6142
2	0.6914	0.5331	0.6160	0.6804	0.5755	0.6375
3	0.6860	0.5482	0.5937	0.6786	0.5566	0.5994
4	0.6833	0.5666	0.6284	0.6705	0.5825	0.6732
5	0.6752	0.5911	0.6417	0.6492	0.6321	0.6829
6	0.6739	0.5878	0.6483	0.6569	0.6167	0.6851
7	0.6656	0.6012	0.6629	0.6464	0.6238	0.6776
8	0.6679	0.5954	0.6649	0.6414	0.6203	0.6819
9	0.6665	0.6022	0.6669	0.6517	0.6179	0.6823
10	0.6598	0.6044	0.6724	0.6466	0.6144	0.6751
11	0.6545	0.6040	0.6891	0.6548	0.6203	0.6618
12	0.6568	0.6166	0.6990	0.6524	0.6108	0.6677
13	0.6483	0.6246	0.7118	0.6535	0.6026	0.6600
14	0.6438	0.6364	0.7235	0.6679	0.5967	0.6267
15	0.6355	0.6278	0.7301	0.6616	0.6002	0.6494
