epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.8661	0.4948	0.6213	0.6750	0.5953	0.5374
2	0.7097	0.5471	0.6669	0.6939	0.5036	0.5433
3	0.7078	0.5092	0.6836	0.7125	0.3741	0.5397
4	0.6928	0.5393	0.7092	0.7085	0.4047	0.5311
5	0.6793	0.5510	0.7310	0.7203	0.3957	0.5255
6	0.6895	0.5576	0.7539	0.7210	0.3903	0.4984
7	0.6798	0.5707	0.7709	0.7224	0.4047	0.5118
8	0.6521	0.5982	0.7939	0.7522	0.3849	0.5240
9	0.6523	0.6139	0.8062	0.7324	0.4209	0.5379
10	0.6607	0.6047	0.8187	0.7075	0.4784	0.5262
11	0.6516	0.6191	0.8461	0.7654	0.3831	0.4980
12	0.6226	0.6466	0.8524	0.7109	0.4676	0.5043
13	0.6176	0.6466	0.8731	0.7231	0.4442	0.5023
14	0.6075	0.6688	0.8952	0.7627	0.4065	0.5046
15	0.5824	0.6924	0.9005	0.7284	0.4568	0.5094
