epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.7042	0.5179	0.7333	0.6869	0.5363	0.5720
2	0.6560	0.5944	0.7874	0.6867	0.5648	0.5887
3	0.6285	0.6422	0.8207	0.6856	0.5660	0.5927
4	0.6015	0.6612	0.8416	0.7022	0.5624	0.5966
5	0.5928	0.6746	0.8690	0.7034	0.5684	0.5958
6	0.5556	0.7076	0.8840	0.7036	0.5684	0.5963
7	0.5363	0.7293	0.8944	0.7093	0.5577	0.6063
8	0.5188	0.7328	0.9012	0.7088	0.5969	0.6231
9	0.5095	0.7404	0.9167	0.7110	0.5696	0.6171
10	0.5008	0.7424	0.9231	0.7274	0.5862	0.6126
11	0.4923	0.7541	0.9274	0.7306	0.5743	0.6192
12	0.4839	0.7548	0.9325	0.7504	0.5815	0.6109
13	0.4714	0.7658	0.9389	0.7503	0.5862	0.6197
14	0.4669	0.7607	0.9454	0.7586	0.5886	0.6101
15	0.4545	0.7703	0.9492	0.7765	0.5791	0.6061
