epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.7008	0.5037	0.5669	0.7068	0.4800	0.5337
2	0.7029	0.5094	0.5714	0.6887	0.5200	0.5915
3	0.6919	0.5279	0.6418	0.6901	0.5200	0.6246
4	0.6871	0.5390	0.6607	0.6787	0.5553	0.6413
5	0.6828	0.5591	0.6829	0.7119	0.5200	0.6611
6	0.6681	0.5968	0.7271	0.6603	0.6271	0.6983
7	0.6489	0.6331	0.7707	0.6268	0.6776	0.7387
8	0.6180	0.6583	0.7869	0.6210	0.6600	0.7431
9	0.6113	0.6697	0.7954	0.6340	0.6518	0.7393
10	0.5894	0.6888	0.7974	0.6150	0.6529	0.7570
11	0.5799	0.6791	0.8071	0.6011	0.6624	0.7558
12	0.5885	0.6986	0.8144	0.6129	0.6741	0.7550
13	0.5751	0.7053	0.8180	0.6120	0.6576	0.7549
14	0.5743	0.6922	0.8146	0.6084	0.6612	0.7546
15	0.5666	0.7023	0.8221	0.6132	0.6659	0.7548
