epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.7034	0.5095	0.5862	0.6865	0.5600	0.5858
2	0.6948	0.5240	0.6514	0.6970	0.4906	0.6109
3	0.6936	0.5284	0.6831	0.6814	0.5788	0.6236
4	0.6873	0.5486	0.6888	0.6816	0.5506	0.6408
5	0.6779	0.5655	0.7070	0.6645	0.6141	0.6624
6	0.6709	0.5834	0.7278	0.6540	0.6271	0.6852
7	0.6613	0.5959	0.7368	0.6627	0.6082	0.6572
8	0.6582	0.5966	0.7520	0.6585	0.6000	0.6644
9	0.6527	0.6061	0.7631	0.6657	0.5918	0.6497
10	0.6367	0.6223	0.7776	0.6575	0.6024	0.6503
11	0.6371	0.6284	0.7914	0.6581	0.5918	0.6562
12	0.6353	0.6209	0.8036	0.6628	0.5988	0.6399
13	0.6227	0.6368	0.8129	0.6752	0.6035	0.6253
14	0.6182	0.6537	0.8052	0.6507	0.6259	0.6655
15	0.6119	0.6584	0.8290	0.6597	0.5894	0.6476
