epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.7028	0.5099	0.5771	0.6939	0.4838	0.4601
2	0.6939	0.4988	0.6647	0.6931	0.4964	0.5004
3	0.6762	0.5800	0.6341	0.7935	0.3471	0.4870
4	0.6743	0.5850	0.6897	0.7027	0.4802	0.5044
5	0.6705	0.5825	0.6758	0.8254	0.4910	0.5073
6	0.6702	0.5776	0.7023	0.7178	0.4964	0.5270
7	0.6475	0.6256	0.7298	0.7229	0.5180	0.5150
8	0.6526	0.6096	0.7446	0.7276	0.4874	0.5140
9	0.6283	0.6429	0.7527	0.7153	0.5324	0.5297
10	0.6162	0.6539	0.7830	0.7162	0.4892	0.5154
11	0.6131	0.6601	0.8068	0.7186	0.4784	0.5184
12	0.5955	0.6700	0.8033	0.7194	0.5468	0.5276
13	0.5782	0.6835	0.7792	0.7833	0.4802	0.4638
14	0.5672	0.7007	0.8456	0.7597	0.5504	0.5440
15	0.5478	0.7081	0.8806	0.8330	0.4964	0.5321
