epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.6314	0.6369	0.8144	0.5869	0.6847	0.7676
2	0.5388	0.7273	0.8526	0.5637	0.7271	0.7780
3	0.5120	0.7532	0.8696	0.5891	0.6941	0.7724
4	0.4996	0.7569	0.8898	0.5612	0.7176	0.7807
5	0.4721	0.7710	0.9091	0.5785	0.7129	0.7670
6	0.4657	0.7808	0.9185	0.5829	0.7106	0.7663
7	0.4478	0.7821	0.9225	0.5952	0.7224	0.7677
8	0.4313	0.7976	0.9314	0.6095	0.7059	0.7609
9	0.4223	0.7996	0.9377	0.6287	0.6965	0.7558
10	0.4150	0.8056	0.9441	0.6316	0.6988	0.7541
11	0.3911	0.8194	0.9473	0.6411	0.7000	0.7568
12	0.3909	0.8161	0.9494	0.6649	0.6988	0.7533
13	0.3885	0.8198	0.9573	0.6576	0.6988	0.7480
14	0.3765	0.8188	0.9590	0.6475	0.7200	0.7596
15	0.3891	0.8178	0.9627	0.6532	0.7059	0.7527
