epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.7099	0.5084	0.5926	0.6909	0.5376	0.5258
2	0.6983	0.5135	0.6315	0.6902	0.5412	0.5591
3	0.6939	0.5358	0.6465	0.6899	0.5435	0.5896
4	0.6908	0.5331	0.6655	0.6865	0.6012	0.6245
5	0.6857	0.5554	0.6808	0.6866	0.5635	0.5943
6	0.6800	0.5574	0.6866	0.6777	0.6035	0.6359
7	0.6803	0.5591	0.7031	0.6816	0.5847	0.6254
8	0.6734	0.5682	0.7142	0.6788	0.5871	0.6196
9	0.6723	0.5740	0.7303	0.6761	0.5729	0.6441
10	0.6668	0.5804	0.7417	0.6627	0.6141	0.6662
11	0.6534	0.6041	0.7442	0.6564	0.6247	0.6845
12	0.6567	0.6071	0.7656	0.6606	0.6059	0.6696
13	0.6473	0.6155	0.7646	0.6585	0.6094	0.6752
14	0.6527	0.6071	0.7779	0.6552	0.6329	0.6826
15	0.6419	0.6291	0.7935	0.6641	0.6224	0.6563
