epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.7110	0.4950	0.4920	0.7495	0.4800	0.5230
2	0.7070	0.5017	0.5034	0.7482	0.4800	0.5408
3	0.7066	0.4923	0.4963	0.7474	0.4800	0.5528
4	0.7031	0.5000	0.5148	0.7469	0.4800	0.5601
5	0.7019	0.5003	0.5205	0.7467	0.4800	0.5650
6	0.7001	0.5020	0.5281	0.7465	0.4800	0.5685
7	0.7027	0.5020	0.5090	0.7464	0.4800	0.5702
8	0.7013	0.4993	0.5194	0.7463	0.4800	0.5718
9	0.6998	0.4987	0.5293	0.7463	0.4800	0.5719
10	0.7010	0.5034	0.5215	0.7462	0.4800	0.5722
11	0.6975	0.5114	0.5422	0.7462	0.4800	0.5717
12	0.7024	0.4960	0.5062	0.7462	0.4800	0.5726
13	0.7010	0.5057	0.5214	0.7462	0.4800	0.5724
14	0.7006	0.4973	0.5207	0.7462	0.4800	0.5732
15	0.7016	0.4960	0.5172	0.7462	0.4800	0.5726
