epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.6900	0.5389	0.6002	0.6800	0.5506	0.6658
2	0.6828	0.5584	0.6293	0.6606	0.5906	0.6908
3	0.6780	0.5666	0.6286	0.6715	0.5824	0.6675
4	0.6776	0.5767	0.6409	0.6416	0.6329	0.6948
5	0.6737	0.5750	0.6478	0.6479	0.6435	0.7058
6	0.6667	0.5966	0.6509	0.6384	0.6388	0.6917
7	0.6714	0.5899	0.6612	0.6413	0.6365	0.7036
8	0.6650	0.5980	0.6663	0.6633	0.6412	0.6816
9	0.6639	0.6003	0.6733	0.6467	0.6047	0.6971
10	0.6607	0.5973	0.6786	0.6362	0.6576	0.7028
11	0.6626	0.5919	0.6756	0.6420	0.6141	0.7120
12	0.6539	0.6118	0.6887	0.6312	0.6576	0.6983
13	0.6538	0.6020	0.6912	0.6279	0.6424	0.7117
14	0.6502	0.6206	0.7038	0.6463	0.6235	0.6853
15	0.6519	0.6169	0.6894	0.6452	0.6282	0.6792
