epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.6941	0.5262	0.6302	0.6830	0.5565	0.6308
2	0.6729	0.5806	0.6601	0.6582	0.6052	0.6423
3	0.6604	0.5916	0.6640	0.6585	0.5719	0.6304
4	0.6498	0.6030	0.6797	0.6503	0.5933	0.6427
5	0.6491	0.6061	0.6941	0.6528	0.5981	0.6417
6	0.6384	0.6198	0.6980	0.6419	0.5993	0.6497
7	0.6356	0.6281	0.7077	0.6580	0.6052	0.6498
8	0.6322	0.6315	0.7190	0.6481	0.6005	0.6364
9	0.6271	0.6377	0.7312	0.6528	0.5993	0.6473
10	0.6237	0.6371	0.7229	0.6548	0.6029	0.6311
11	0.6151	0.6522	0.7467	0.6977	0.5910	0.6390
12	0.6147	0.6525	0.7554	0.6630	0.6052	0.6411
13	0.6023	0.6670	0.7627	0.6586	0.6052	0.6483
14	0.5982	0.6746	0.7763	0.6682	0.6005	0.6388
15	0.5935	0.6770	0.7714	0.6801	0.5993	0.6494
