epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.7599	0.4781	0.4943	0.6977	0.3976	0.4642
2	0.6961	0.4903	0.5147	0.7025	0.3976	0.5346
3	0.6956	0.5057	0.5518	0.7015	0.3976	0.5911
4	0.6937	0.5114	0.5658	0.7090	0.3976	0.6119
5	0.6935	0.5211	0.5592	0.7138	0.3976	0.6158
6	0.6906	0.5430	0.5749	0.7279	0.3976	0.6541
7	0.6885	0.5373	0.6095	0.7275	0.3976	0.6637
8	0.6862	0.5414	0.6122	0.7160	0.3976	0.6720
9	0.6858	0.5515	0.6272	0.7161	0.3976	0.6899
10	0.6826	0.5649	0.6313	0.7251	0.3976	0.6826
11	0.6826	0.5682	0.6449	0.7131	0.3988	0.6916
12	0.6734	0.5816	0.6462	0.7426	0.3976	0.6472
13	0.6718	0.5938	0.6707	0.7140	0.4082	0.6786
14	0.6749	0.5877	0.6709	0.7221	0.4047	0.6675
15	0.6679	0.5966	0.6871	0.7377	0.3988	0.6772
