epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.6501	0.6149	0.7463	0.6972	0.6094	0.7277
2	0.6121	0.6724	0.7562	0.6160	0.6682	0.7217
3	0.5993	0.6798	0.7668	0.6082	0.6624	0.7338
4	0.6077	0.6905	0.7711	0.6176	0.6553	0.7299
5	0.5927	0.6882	0.7808	0.6036	0.6788	0.7399
6	0.5880	0.6855	0.7858	0.6216	0.6506	0.7405
7	0.5827	0.6935	0.7910	0.6030	0.6765	0.7427
8	0.5828	0.6966	0.7897	0.6140	0.6565	0.7408
9	0.5754	0.6996	0.7981	0.6025	0.6612	0.7417
10	0.5720	0.7056	0.7994	0.6120	0.6412	0.7358
11	0.5641	0.7144	0.8042	0.6271	0.6600	0.7418
12	0.5666	0.7154	0.8080	0.6361	0.6635	0.7448
13	0.5623	0.7154	0.8121	0.6066	0.6859	0.7453
14	0.5634	0.7140	0.8121	0.6024	0.6753	0.7474
15	0.5509	0.7308	0.8281	0.5908	0.6788	0.7531
