epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.7215	0.5571	0.6149	0.6902	0.5377	0.6129
2	0.6830	0.5601	0.6305	0.7044	0.5377	0.6130
3	0.6786	0.5736	0.6483	0.7061	0.5377	0.6217
4	0.6750	0.5904	0.6811	0.7215	0.5377	0.6261
5	0.6678	0.6073	0.6943	0.7168	0.5377	0.6287
6	0.6664	0.6009	0.6890	0.7273	0.5377	0.6310
7	0.6632	0.6147	0.7109	0.7174	0.5377	0.6325
8	0.6595	0.6110	0.7113	0.7358	0.5377	0.6299
9	0.6549	0.6211	0.7255	0.7247	0.5377	0.6303
10	0.6538	0.6211	0.7252	0.7219	0.5377	0.6504
11	0.6506	0.6255	0.7408	0.7123	0.5377	0.6547
12	0.6502	0.6245	0.7379	0.7341	0.5377	0.6401
13	0.6367	0.6433	0.7537	0.7408	0.5377	0.6325
14	0.6371	0.6420	0.7617	0.7340	0.5377	0.6419
15	0.6380	0.6460	0.7663	0.7369	0.5377	0.6290
