epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.6858	0.5483	0.6521	0.6496	0.6207	0.6670
2	0.6661	0.5854	0.6685	0.6531	0.6195	0.6699
3	0.6617	0.6001	0.6772	0.6520	0.6052	0.6625
4	0.6523	0.6055	0.6916	0.6475	0.6147	0.6697
5	0.6407	0.6174	0.7056	0.6401	0.6124	0.6661
6	0.6334	0.6361	0.7172	0.6462	0.6088	0.6606
7	0.6345	0.6307	0.7262	0.6452	0.6147	0.6642
8	0.6276	0.6365	0.7208	0.6927	0.6005	0.6535
9	0.6283	0.6368	0.7375	0.6497	0.6076	0.6619
10	0.6200	0.6555	0.7480	0.6565	0.5993	0.6514
11	0.6102	0.6569	0.7504	0.6468	0.6076	0.6586
12	0.6074	0.6538	0.7683	0.6708	0.6005	0.6427
13	0.6033	0.6668	0.7827	0.6678	0.6017	0.6521
14	0.5945	0.6790	0.7872	0.6533	0.5862	0.6368
15	0.5848	0.6794	0.8013	0.6595	0.6017	0.6470
