epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.6973	0.5074	0.5048	0.7420	0.4800	0.6274
2	0.6943	0.5139	0.5203	0.7358	0.5765	0.7232
3	0.6820	0.5574	0.5823	0.7193	0.6918	0.7400
4	0.6628	0.6179	0.6432	0.7026	0.7024	0.7573
5	0.6517	0.6196	0.6616	0.7113	0.6682	0.7360
6	0.6415	0.6375	0.6808	0.7013	0.7012	0.7664
7	0.6339	0.6453	0.6914	0.7001	0.7035	0.7646
8	0.6216	0.6622	0.7109	0.6894	0.6871	0.7547
9	0.6190	0.6628	0.7154	0.6964	0.7047	0.7559
10	0.6081	0.6726	0.7295	0.6940	0.7000	0.7569
11	0.6016	0.6861	0.7393	0.7009	0.6871	0.7483
12	0.5952	0.6905	0.7485	0.6963	0.7000	0.7491
13	0.5950	0.6868	0.7463	0.6991	0.6918	0.7470
14	0.5903	0.6956	0.7530	0.6985	0.6929	0.7478
15	0.5848	0.7064	0.7594	0.6982	0.6894	0.7480
