epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.7019	0.5026	0.4844	0.8155	0.3453	0.4633
2	0.6828	0.5524	0.5744	0.8316	0.3345	0.4620
3	0.6719	0.5903	0.6190	0.8170	0.3777	0.4527
4	0.6576	0.6086	0.6631	0.8225	0.4173	0.4506
5	0.6424	0.6440	0.6897	0.8222	0.4371	0.4469
6	0.6320	0.6217	0.7007	0.8318	0.4245	0.4545
7	0.6092	0.6688	0.7389	0.8343	0.4227	0.4600
8	0.5892	0.6846	0.7619	0.8347	0.4442	0.4619
9	0.5770	0.7081	0.7757	0.8286	0.4694	0.4626
10	0.5692	0.7029	0.7857	0.8359	0.4496	0.4683
11	0.5635	0.7107	0.7920	0.8259	0.4784	0.4653
12	0.5623	0.7212	0.7946	0.8280	0.4712	0.4673
13	0.5577	0.7160	0.7983	0.8287	0.4766	0.4691
14	0.5483	0.7251	0.8087	0.8306	0.4712	0.4700
15	0.5459	0.7474	0.8116	0.8301	0.4712	0.4701
