epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.7031	0.4704	0.5977	0.6926	0.4820	0.4940
2	0.6928	0.5308	0.6454	0.7331	0.3327	0.4974
3	0.6924	0.5160	0.7018	0.7525	0.3327	0.5127
4	0.6799	0.5813	0.7185	0.7172	0.3831	0.5196
5	0.6751	0.5764	0.7435	0.6755	0.5989	0.5188
6	0.6642	0.5924	0.7590	0.6979	0.4982	0.5129
7	0.6539	0.5985	0.7669	0.7070	0.5180	0.5178
8	0.6545	0.6059	0.7868	0.7840	0.3741	0.5060
9	0.6395	0.6367	0.8100	0.7035	0.5270	0.5015
10	0.6216	0.6355	0.8114	0.6889	0.5791	0.5078
11	0.6199	0.6108	0.8258	0.6850	0.5773	0.5420
12	0.6109	0.6933	0.8345	0.7415	0.5036	0.5353
13	0.6104	0.6502	0.8372	0.6857	0.5773	0.5411
14	0.6068	0.6490	0.8557	0.7427	0.4910	0.5336
15	0.5763	0.6823	0.8601	0.7517	0.5126	0.5389
