epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.7029	0.5003	0.4861	0.7445	0.4835	0.4613
2	0.6976	0.5030	0.5057	0.7427	0.4918	0.4828
3	0.6989	0.4882	0.4947	0.7417	0.4871	0.4990
4	0.7004	0.4815	0.4812	0.7412	0.4894	0.5110
5	0.6988	0.4869	0.4890	0.7411	0.4894	0.5184
6	0.6967	0.5114	0.5068	0.7408	0.4894	0.5203
7	0.6956	0.4950	0.5105	0.7407	0.4894	0.5237
8	0.6981	0.4903	0.4967	0.7406	0.4894	0.5273
9	0.6968	0.4966	0.5050	0.7406	0.4882	0.5263
10	0.6971	0.5060	0.5039	0.7405	0.4859	0.5285
11	0.6951	0.5097	0.5122	0.7405	0.4871	0.5296
12	0.6953	0.5141	0.5180	0.7404	0.4894	0.5299
13	0.6984	0.4983	0.4924	0.7404	0.4882	0.5292
14	0.6973	0.5108	0.5035	0.7404	0.4906	0.5290
15	0.6967	0.4869	0.4975	0.7404	0.4871	0.5301
