epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.6895	0.5318	0.6106	0.6761	0.5778	0.6202
2	0.6744	0.5719	0.6875	0.6481	0.6333	0.6919
3	0.6542	0.6120	0.7039	0.6273	0.6533	0.7048
4	0.6431	0.6443	0.7187	0.6338	0.6285	0.7023
5	0.6343	0.6531	0.7244	0.6210	0.6627	0.7116
6	0.6312	0.6497	0.7379	0.6260	0.6616	0.7110
7	0.6236	0.6655	0.7330	0.6321	0.6403	0.7081
8	0.6209	0.6554	0.7469	0.6406	0.6344	0.7052
9	0.6192	0.6682	0.7503	0.6522	0.6344	0.7027
10	0.6123	0.6615	0.7660	0.6346	0.6380	0.6954
11	0.6065	0.6797	0.7717	0.6296	0.6498	0.7017
12	0.5984	0.6820	0.7749	0.6342	0.6545	0.7027
13	0.5888	0.6938	0.8017	0.6432	0.6498	0.6950
14	0.5879	0.6955	0.7874	0.6677	0.6297	0.6761
15	0.5783	0.7036	0.7848	0.6962	0.5920	0.6710
