epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.6827	0.5740	0.7864	0.6444	0.6906	0.7521
2	0.6061	0.6796	0.8023	0.5594	0.7035	0.7725
3	0.5761	0.7017	0.8223	0.5589	0.7188	0.7800
4	0.5691	0.7048	0.8320	0.5584	0.7294	0.7899
5	0.5542	0.7266	0.8355	0.5485	0.7318	0.7895
6	0.5408	0.7273	0.8436	0.5433	0.7341	0.7964
7	0.5246	0.7327	0.8494	0.5486	0.7318	0.7938
8	0.5279	0.7367	0.8536	0.5453	0.7471	0.7970
9	0.5193	0.7424	0.8643	0.5420	0.7412	0.7981
10	0.5196	0.7367	0.8618	0.5480	0.7400	0.7941
11	0.5009	0.7566	0.8763	0.5514	0.7365	0.7898
12	0.4945	0.7616	0.8845	0.5675	0.7341	0.7928
13	0.5009	0.7508	0.8851	0.5596	0.7341	0.7850
14	0.4897	0.7640	0.8880	0.5580	0.7306	0.7943
15	0.4887	0.7582	0.8936	0.5580	0.7306	0.7866
