epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.7067	0.4890	0.5428	0.7025	0.4047	0.5601
2	0.6993	0.5012	0.5260	0.6889	0.6000	0.5322
3	0.6979	0.5008	0.5448	0.6805	0.6024	0.5111
4	0.6981	0.5061	0.5793	0.6862	0.6106	0.5639
5	0.6959	0.5158	0.5934	0.6935	0.4576	0.6014
6	0.6938	0.5272	0.5944	0.6749	0.6024	0.6119
7	0.6927	0.5248	0.6200	0.6878	0.6447	0.6249
8	0.6902	0.5317	0.6310	0.6769	0.6200	0.6346
9	0.6887	0.5463	0.6362	0.6743	0.6435	0.6487
10	0.6872	0.5450	0.6518	0.6673	0.6341	0.6800
11	0.6870	0.5386	0.6526	0.6661	0.6388	0.6686
12	0.6849	0.5560	0.6472	0.6723	0.6024	0.6595
13	0.6798	0.5653	0.6564	0.6658	0.6035	0.6691
14	0.6745	0.5783	0.6763	0.6591	0.6459	0.6728
15	0.6737	0.5828	0.6792	0.6508	0.6200	0.6732
