epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.7673	0.5315	0.6122	0.6858	0.5425	0.5935
2	0.6832	0.5625	0.6487	0.6805	0.5637	0.6141
3	0.6811	0.5628	0.6753	0.6912	0.5377	0.6313
4	0.6766	0.5726	0.6966	0.6767	0.5519	0.6419
5	0.6667	0.5904	0.7196	0.6773	0.5507	0.6528
6	0.6637	0.6036	0.7318	0.6651	0.5991	0.6674
7	0.6603	0.6127	0.7427	0.6575	0.6097	0.6715
8	0.6517	0.6207	0.7565	0.6580	0.6108	0.6750
9	0.6614	0.6026	0.7648	0.6586	0.6038	0.6772
10	0.6358	0.6433	0.7699	0.6530	0.6297	0.6729
11	0.6441	0.6302	0.7810	0.6518	0.6061	0.6875
12	0.6418	0.6359	0.7956	0.6441	0.6427	0.6973
13	0.6341	0.6470	0.7955	0.6457	0.6085	0.6983
14	0.6342	0.6403	0.8129	0.6405	0.6132	0.7010
15	0.6313	0.6450	0.8031	0.6406	0.6427	0.6981
