epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.7448	0.4869	0.5199	0.7116	0.3309	0.5040
2	0.7054	0.5118	0.5350	0.7090	0.3345	0.5141
3	0.6939	0.5301	0.5350	0.7306	0.3327	0.5003
4	0.6982	0.5275	0.5485	0.7163	0.3327	0.5057
5	0.6901	0.5419	0.5524	0.7192	0.3327	0.5179
6	0.6923	0.5406	0.5488	0.7484	0.3327	0.5075
7	0.6931	0.5380	0.5293	0.7354	0.3327	0.5116
8	0.6917	0.5275	0.5476	0.7255	0.3327	0.5292
9	0.6918	0.5393	0.5717	0.7251	0.3327	0.5209
10	0.6856	0.5458	0.5821	0.7461	0.3327	0.5265
11	0.6975	0.5262	0.5839	0.7272	0.3327	0.5264
12	0.6880	0.5471	0.5972	0.7402	0.3327	0.5298
13	0.6834	0.5602	0.6209	0.7494	0.3327	0.5301
14	0.6859	0.5681	0.6116	0.7457	0.3327	0.5135
15	0.6832	0.5707	0.6183	0.7571	0.3327	0.5267
