epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.7666	0.4900	0.5767	0.6921	0.5398	0.5335
2	0.6967	0.5231	0.6343	0.6889	0.5268	0.5932
3	0.6911	0.5300	0.6422	0.6898	0.5291	0.5947
4	0.6849	0.5458	0.6765	0.6837	0.5553	0.5971
5	0.6833	0.5582	0.6994	0.6815	0.5529	0.6073
6	0.6716	0.5864	0.7226	0.6744	0.5791	0.6169
7	0.6643	0.5933	0.7413	0.6775	0.5743	0.5991
8	0.6588	0.5957	0.7601	0.6739	0.5470	0.6030
9	0.6562	0.5957	0.7827	0.6733	0.5482	0.6086
10	0.6556	0.6030	0.7936	0.6785	0.5363	0.6081
11	0.6455	0.6171	0.8081	0.6726	0.5696	0.6040
12	0.6330	0.6367	0.8153	0.6651	0.5874	0.6238
13	0.6357	0.6333	0.8356	0.6687	0.5767	0.6117
14	0.6241	0.6491	0.8377	0.6723	0.5803	0.6122
15	0.6273	0.6508	0.8556	0.6657	0.5672	0.6265
