epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.7716	0.4959	0.4828	0.7071	0.5042	0.4770
2	0.7488	0.4969	0.4755	0.7092	0.5030	0.4826
3	0.7369	0.4997	0.4834	0.7105	0.5030	0.4868
4	0.7290	0.4986	0.4901	0.7113	0.5054	0.4898
5	0.7289	0.4973	0.4813	0.7116	0.5065	0.4915
6	0.7284	0.4888	0.4835	0.7118	0.5054	0.4927
7	0.7241	0.4949	0.4889	0.7119	0.5018	0.4930
8	0.7201	0.5109	0.5016	0.7120	0.5006	0.4931
9	0.7225	0.5031	0.4930	0.7120	0.4970	0.4934
10	0.7192	0.5061	0.5080	0.7120	0.5006	0.4940
11	0.7210	0.5041	0.5002	0.7120	0.4994	0.4932
12	0.7242	0.4952	0.4868	0.7120	0.4982	0.4939
13	0.7200	0.4959	0.4985	0.7120	0.5006	0.4936
14	0.7256	0.4918	0.4825	0.7120	0.5006	0.4938
15	0.7252	0.5054	0.4793	0.7120	0.4994	0.4940
