epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.7017	0.5198	0.6244	0.6827	0.5788	0.6135
2	0.6870	0.5491	0.7223	0.6818	0.5435	0.6591
3	0.6570	0.6035	0.7545	0.6204	0.6682	0.7164
4	0.6332	0.6435	0.7750	0.6393	0.6188	0.7210
5	0.6120	0.6566	0.7901	0.6291	0.6459	0.7243
6	0.5998	0.6744	0.8007	0.6118	0.6553	0.7249
7	0.5974	0.6741	0.8101	0.6143	0.6671	0.7241
8	0.5938	0.6764	0.8130	0.6081	0.6741	0.7301
9	0.5780	0.6885	0.8186	0.6101	0.6765	0.7244
10	0.5710	0.6959	0.8232	0.6204	0.6576	0.7307
11	0.5757	0.6935	0.8265	0.6063	0.6635	0.7336
12	0.5636	0.7040	0.8315	0.5992	0.6671	0.7382
13	0.5658	0.7003	0.8377	0.6126	0.6659	0.7357
14	0.5580	0.7140	0.8392	0.5972	0.6576	0.7387
15	0.5555	0.7103	0.8433	0.6025	0.6800	0.7433
