epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.7194	0.5118	0.5300	0.6954	0.4800	0.5394
2	0.6916	0.5292	0.6025	0.6982	0.4800	0.6007
3	0.6883	0.5504	0.5801	0.7048	0.4800	0.5917
4	0.6722	0.5850	0.6818	0.7130	0.4800	0.6833
5	0.6707	0.5961	0.6612	0.7150	0.4800	0.6535
6	0.6592	0.6230	0.6678	0.7281	0.4800	0.6628
7	0.6648	0.6065	0.6976	0.7226	0.4800	0.6853
8	0.6593	0.6139	0.7095	0.7209	0.4800	0.7001
9	0.6568	0.6169	0.7012	0.7281	0.4800	0.6897
10	0.6581	0.6075	0.7168	0.7244	0.4800	0.6936
11	0.6451	0.6371	0.7158	0.7396	0.4800	0.6926
12	0.6532	0.6277	0.7198	0.7315	0.4800	0.7009
13	0.6534	0.6253	0.7291	0.7258	0.4800	0.7020
14	0.6451	0.6398	0.7347	0.7311	0.4800	0.7074
15	0.6424	0.6391	0.7437	0.7343	0.4800	0.7024
