epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.6833	0.5617	0.5798	0.7578	0.7188	0.7781
2	0.6594	0.6157	0.6490	0.7411	0.7412	0.7992
3	0.6376	0.6437	0.6896	0.7326	0.7424	0.8097
4	0.6232	0.6615	0.7100	0.7289	0.7447	0.8140
5	0.6010	0.6940	0.7438	0.7146	0.7329	0.8151
6	0.5899	0.7021	0.7543	0.7112	0.7329	0.8122
7	0.5657	0.7236	0.7815	0.7084	0.7353	0.8093
8	0.5574	0.7330	0.7896	0.7088	0.7353	0.8075
9	0.5415	0.7419	0.8066	0.7108	0.7388	0.8046
10	0.5480	0.7407	0.7999	0.7146	0.7294	0.8020
11	0.5335	0.7427	0.8139	0.7075	0.7365	0.8003
12	0.5186	0.7679	0.8272	0.7096	0.7365	0.7991
13	0.5226	0.7670	0.8229	0.7081	0.7353	0.7984
14	0.5264	0.7561	0.8207	0.7080	0.7365	0.7983
15	0.5219	0.7585	0.8239	0.7080	0.7353	0.7984
