epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.6961	0.5083	0.5182	0.7204	0.5077	0.5331
2	0.6964	0.5183	0.5129	0.7205	0.5042	0.5367
3	0.6972	0.5000	0.5056	0.7207	0.5089	0.5405
4	0.6960	0.4993	0.5110	0.7208	0.5089	0.5439
5	0.6951	0.5065	0.5198	0.7208	0.5065	0.5455
6	0.6979	0.4997	0.5039	0.7209	0.5125	0.5465
7	0.6948	0.5069	0.5226	0.7209	0.5161	0.5478
8	0.6969	0.4983	0.5094	0.7210	0.5149	0.5484
9	0.6980	0.4938	0.5029	0.7210	0.5137	0.5483
10	0.6939	0.5176	0.5293	0.7210	0.5149	0.5486
11	0.6922	0.5337	0.5351	0.7210	0.5137	0.5489
12	0.6970	0.4966	0.5063	0.7210	0.5161	0.5490
13	0.6964	0.5148	0.5123	0.7210	0.5172	0.5498
14	0.6913	0.5131	0.5364	0.7210	0.5149	0.5496
15	0.6961	0.5069	0.5113	0.7210	0.5220	0.5493
