epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.7732	0.4899	0.5043	0.6973	0.3976	0.4985
2	0.6968	0.5020	0.5049	0.6945	0.3976	0.4684
3	0.6949	0.4988	0.4989	0.6914	0.6024	0.5430
4	0.6949	0.4972	0.5040	0.6916	0.6024	0.5194
5	0.6940	0.4963	0.5018	0.7018	0.3976	0.4815
6	0.6947	0.5049	0.4766	0.7017	0.3976	0.4034
7	0.6939	0.5061	0.5004	0.6899	0.6024	0.5057
8	0.6932	0.5158	0.4971	0.7073	0.3976	0.4517
9	0.6933	0.5016	0.4735	0.6990	0.3976	0.4333
10	0.6918	0.5187	0.5091	0.7100	0.3976	0.5058
11	0.6935	0.5146	0.5109	0.7085	0.3976	0.5144
12	0.6896	0.5361	0.5900	0.7086	0.3976	0.6709
13	0.6843	0.5637	0.5748	0.7300	0.3976	0.6262
14	0.6933	0.5244	0.6097	0.6969	0.3976	0.6819
15	0.6801	0.5576	0.5012	0.7326	0.3976	0.5024
