epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.7842	0.4741	0.5306	0.6857	0.6583	0.4880
2	0.7154	0.4988	0.5490	0.6885	0.6403	0.4919
3	0.7081	0.4741	0.5593	0.6921	0.5198	0.5092
4	0.7026	0.4865	0.5501	0.6895	0.6277	0.4991
5	0.6952	0.4988	0.5641	0.7023	0.3327	0.5005
6	0.6928	0.4963	0.5651	0.6956	0.4173	0.5163
7	0.6993	0.4975	0.5554	0.6994	0.3723	0.4996
8	0.6978	0.5246	0.5780	0.7051	0.3327	0.4768
9	0.6963	0.5025	0.5762	0.7065	0.3327	0.4878
10	0.6970	0.5049	0.5849	0.7026	0.3327	0.4820
11	0.6968	0.4889	0.6026	0.6997	0.3381	0.4762
12	0.6935	0.5148	0.6068	0.7062	0.3327	0.4712
13	0.6917	0.5185	0.5904	0.7001	0.3579	0.4880
14	0.6931	0.4926	0.6154	0.7149	0.3327	0.5023
15	0.6871	0.5394	0.6465	0.7136	0.3327	0.4845
