epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.6970	0.4778	0.6336	0.6906	0.5324	0.4819
2	0.6925	0.5172	0.6526	0.7111	0.3903	0.5028
3	0.6880	0.5357	0.6458	0.6877	0.5576	0.5107
4	0.6790	0.5542	0.6736	0.7481	0.3417	0.4989
5	0.6701	0.5899	0.6822	0.7006	0.5108	0.4961
6	0.6577	0.5887	0.7113	0.7295	0.4982	0.5188
7	0.6612	0.6059	0.7408	0.6793	0.5252	0.5357
8	0.6362	0.6121	0.7364	0.7374	0.4299	0.5002
9	0.6424	0.6059	0.7651	0.6999	0.5018	0.5209
10	0.6192	0.6379	0.7833	0.6971	0.5108	0.5036
11	0.6025	0.6675	0.8024	0.7260	0.4838	0.5256
12	0.6046	0.6613	0.7959	0.7160	0.4604	0.5258
13	0.5890	0.6786	0.8116	0.7183	0.5324	0.5123
14	0.5574	0.7155	0.8135	0.7594	0.5647	0.5438
15	0.5546	0.7020	0.8482	0.8243	0.5216	0.5379
