epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.7040	0.4751	0.5684	0.7092	0.3435	0.4973
2	0.7008	0.4699	0.5826	0.6960	0.3849	0.4885
3	0.6896	0.5366	0.5792	0.6841	0.6673	0.4851
4	0.6882	0.5524	0.6079	0.7042	0.3471	0.4748
5	0.6857	0.5576	0.6239	0.7001	0.3885	0.4730
6	0.6901	0.5419	0.6387	0.7239	0.3345	0.4702
7	0.6793	0.5563	0.6597	0.7201	0.3345	0.4834
8	0.6863	0.5537	0.6608	0.7567	0.3345	0.5238
9	0.6864	0.5458	0.6783	0.7463	0.3327	0.5137
10	0.6863	0.5720	0.6743	0.7038	0.3975	0.4954
11	0.6784	0.5654	0.6790	0.6973	0.4658	0.5019
12	0.6753	0.5668	0.6872	0.6882	0.5665	0.5041
13	0.6770	0.5628	0.6885	0.6944	0.5072	0.5183
14	0.6776	0.5733	0.6852	0.7193	0.3795	0.4974
15	0.6688	0.5929	0.6950	0.7234	0.3633	0.5089
