epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.7252	0.5249	0.6615	0.6948	0.4800	0.6355
2	0.6755	0.5759	0.7031	0.6843	0.5553	0.6829
3	0.6563	0.6284	0.7269	0.6647	0.6459	0.7043
4	0.6350	0.6455	0.7422	0.6795	0.5459	0.7113
5	0.6346	0.6569	0.7476	0.6774	0.5482	0.7133
6	0.6345	0.6519	0.7585	0.6604	0.6400	0.7113
7	0.6203	0.6596	0.7668	0.6592	0.6412	0.7173
8	0.6120	0.6734	0.7706	0.6560	0.6518	0.7110
9	0.6122	0.6727	0.7774	0.6641	0.6024	0.7123
10	0.6059	0.6774	0.7819	0.6627	0.6153	0.7177
11	0.6003	0.6761	0.7876	0.6628	0.6024	0.7181
12	0.6057	0.6754	0.8017	0.6507	0.6588	0.7174
13	0.5882	0.7009	0.8150	0.6632	0.6129	0.7130
14	0.5790	0.6996	0.8255	0.6703	0.5671	0.7130
15	0.5864	0.6996	0.8320	0.6632	0.5929	0.7218
