epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.7000	0.5138	0.6971	0.6737	0.6282	0.6674
2	0.6713	0.5911	0.7468	0.6248	0.6635	0.7132
3	0.6307	0.6445	0.7784	0.6104	0.6659	0.7326
4	0.6018	0.6761	0.7996	0.6065	0.6729	0.7362
5	0.5824	0.6851	0.8045	0.6059	0.6694	0.7320
6	0.5792	0.6865	0.8194	0.6005	0.6741	0.7324
7	0.5689	0.7053	0.8269	0.5965	0.6647	0.7395
8	0.5650	0.7016	0.8367	0.5967	0.6600	0.7394
9	0.5531	0.7083	0.8400	0.6162	0.6518	0.7330
10	0.5579	0.6983	0.8512	0.6230	0.6565	0.7282
11	0.5491	0.7144	0.8625	0.5974	0.6729	0.7367
12	0.5435	0.7218	0.8602	0.6080	0.6588	0.7402
13	0.5276	0.7268	0.8669	0.5935	0.6612	0.7425
14	0.5230	0.7466	0.8749	0.6111	0.6600	0.7347
15	0.5220	0.7292	0.8814	0.6128	0.6647	0.7388
