epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.6981	0.5099	0.7311	0.6595	0.6583	0.5433
2	0.6704	0.5874	0.8004	0.7131	0.4119	0.5207
3	0.6380	0.6466	0.8272	0.7146	0.4550	0.5228
4	0.6160	0.6650	0.8495	0.7136	0.4766	0.5085
5	0.5744	0.7094	0.8441	0.6671	0.6187	0.5156
6	0.5526	0.7217	0.8762	0.7205	0.5216	0.5143
7	0.5351	0.7315	0.8984	0.7237	0.5468	0.5031
8	0.5049	0.7549	0.9090	0.7738	0.4910	0.5011
9	0.4905	0.7685	0.9211	0.8143	0.4658	0.4972
10	0.4499	0.7759	0.9336	0.7520	0.5432	0.5185
11	0.4445	0.7869	0.9440	0.7806	0.5162	0.5190
12	0.4339	0.8042	0.9476	0.8808	0.4640	0.5025
13	0.4317	0.7869	0.9555	0.8632	0.4784	0.5075
14	0.3813	0.8374	0.9620	0.8696	0.4856	0.5092
15	0.3791	0.8313	0.9669	0.8748	0.5036	0.5198
