epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.6881	0.5562	0.6229	0.6811	0.6073	0.6451
2	0.6847	0.5601	0.6308	0.6864	0.5366	0.6580
3	0.6767	0.5788	0.6387	0.6837	0.6238	0.6510
4	0.6774	0.5990	0.6440	0.6865	0.5955	0.6622
5	0.6763	0.5752	0.6447	0.6802	0.5413	0.6586
6	0.6738	0.5914	0.6552	0.6820	0.6026	0.6531
7	0.6673	0.5882	0.6345	0.6903	0.5436	0.5469
8	0.6704	0.5968	0.6724	0.6936	0.4670	0.6224
9	0.6708	0.5925	0.6732	0.6850	0.5955	0.6377
10	0.6675	0.5914	0.6760	0.6877	0.5601	0.6398
11	0.6660	0.5922	0.6872	0.6846	0.5637	0.6151
12	0.6641	0.5976	0.6678	0.6850	0.6038	0.6108
13	0.6629	0.6055	0.6864	0.6853	0.5472	0.5821
14	0.6607	0.6080	0.6843	0.6825	0.5920	0.5979
15	0.6614	0.6066	0.6978	0.6857	0.5896	0.6029
