epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.7898	0.5050	0.6677	0.6898	0.5129	0.6180
2	0.6793	0.5763	0.7287	0.6722	0.5882	0.6784
3	0.6571	0.6082	0.7386	0.6528	0.6271	0.6957
4	0.6570	0.6136	0.7574	0.6563	0.6365	0.6994
5	0.6492	0.6290	0.7740	0.6491	0.6188	0.7180
6	0.6275	0.6458	0.7852	0.6362	0.6471	0.7176
7	0.6320	0.6425	0.7933	0.6349	0.6576	0.7219
8	0.6217	0.6539	0.7960	0.6252	0.6635	0.7237
9	0.6107	0.6616	0.8050	0.6384	0.6518	0.7224
10	0.6166	0.6677	0.8110	0.6258	0.6682	0.7250
11	0.6142	0.6700	0.8075	0.6257	0.6553	0.7344
12	0.6068	0.6784	0.8211	0.6182	0.6694	0.7304
13	0.6139	0.6650	0.8246	0.6235	0.6588	0.7281
14	0.6069	0.6757	0.8288	0.6248	0.6741	0.7333
15	0.5940	0.6801	0.8307	0.6230	0.6788	0.7263
