epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.7312	0.5155	0.4779	0.6904	0.5377	0.4995
2	0.6917	0.5310	0.4510	0.6914	0.5377	0.4411
3	0.6904	0.5367	0.4427	0.6947	0.5377	0.4368
4	0.6877	0.5594	0.5895	0.6949	0.5377	0.5998
5	0.6887	0.5425	0.5866	0.6949	0.5377	0.6188
6	0.6872	0.5554	0.5337	0.6971	0.5377	0.5177
7	0.6869	0.5623	0.5146	0.6975	0.5377	0.5077
8	0.6845	0.5565	0.5849	0.7000	0.5377	0.6180
9	0.6880	0.5558	0.5530	0.7002	0.5377	0.5906
10	0.6862	0.5547	0.5913	0.6968	0.5377	0.6144
11	0.6847	0.5544	0.5765	0.6979	0.5377	0.5726
12	0.6808	0.5659	0.6008	0.7013	0.5377	0.6034
13	0.6814	0.5734	0.5903	0.7033	0.5377	0.5955
14	0.6814	0.5612	0.5360	0.7005	0.5377	0.5297
15	0.6791	0.5713	0.5213	0.7026	0.5377	0.5320
