epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.7053	0.5012	0.5738	0.7067	0.3489	0.5330
2	0.6934	0.5468	0.6157	0.6959	0.4568	0.5398
3	0.6926	0.5222	0.6519	0.6893	0.5701	0.5094
4	0.6924	0.5111	0.6615	0.6783	0.6601	0.4972
5	0.6865	0.5369	0.6835	0.7009	0.4353	0.5102
6	0.6892	0.5172	0.7002	0.7056	0.4011	0.5255
7	0.6764	0.5530	0.7194	0.7065	0.4442	0.5151
8	0.6838	0.5579	0.7288	0.6834	0.5773	0.5200
9	0.6665	0.5665	0.7254	0.7039	0.4676	0.4961
10	0.6637	0.5948	0.7522	0.7051	0.4622	0.5083
11	0.6614	0.6084	0.7642	0.7110	0.4730	0.5148
12	0.6617	0.5911	0.7600	0.7274	0.4335	0.5161
13	0.6523	0.5973	0.7775	0.6955	0.5144	0.5221
14	0.6498	0.5936	0.7802	0.7002	0.4784	0.5238
15	0.6589	0.5911	0.7946	0.6959	0.5198	0.5350
