epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.6977	0.5490	0.6454	0.6805	0.6179	0.6400
2	0.6807	0.5760	0.6663	0.6809	0.6085	0.6407
3	0.6736	0.5803	0.6697	0.6760	0.6132	0.6387
4	0.6773	0.5842	0.6879	0.6871	0.5778	0.5790
5	0.6694	0.5968	0.6857	0.6770	0.6085	0.6170
6	0.6661	0.5932	0.7002	0.6809	0.6038	0.6160
7	0.6700	0.5954	0.7086	0.6795	0.6026	0.6075
8	0.6621	0.5986	0.7281	0.6807	0.6085	0.6118
9	0.6583	0.6055	0.7350	0.6756	0.6002	0.6132
10	0.6509	0.6184	0.7344	0.6750	0.5967	0.6047
11	0.6536	0.6058	0.7421	0.6736	0.6097	0.6361
12	0.6490	0.6062	0.7632	0.6733	0.5755	0.6302
13	0.6494	0.6134	0.7674	0.6756	0.6144	0.6251
14	0.6421	0.6220	0.7837	0.6748	0.5979	0.6065
15	0.6398	0.6181	0.7912	0.6742	0.6073	0.6119
