epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.6152	0.6560	0.7816	0.5645	0.7129	0.7790
2	0.5711	0.7179	0.7958	0.5485	0.7259	0.7910
3	0.5599	0.7172	0.8017	0.5430	0.7365	0.7958
4	0.5531	0.7236	0.8071	0.5439	0.7329	0.7941
5	0.5475	0.7253	0.8107	0.5490	0.7294	0.7954
6	0.5421	0.7313	0.8093	0.5472	0.7271	0.7907
7	0.5418	0.7334	0.8164	0.5361	0.7365	0.7997
8	0.5331	0.7397	0.8170	0.5478	0.7141	0.7980
9	0.5267	0.7401	0.8231	0.5499	0.7318	0.7976
10	0.5206	0.7518	0.8273	0.5490	0.7129	0.7928
11	0.5253	0.7441	0.8357	0.5465	0.7271	0.7876
12	0.5250	0.7397	0.8244	0.5607	0.7235	0.7918
13	0.5165	0.7488	0.8450	0.5440	0.7259	0.7982
14	0.5142	0.7545	0.8512	0.5342	0.7365	0.8016
15	0.5062	0.7596	0.8539	0.5381	0.7259	0.7975
