epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.6082	0.6580	0.7852	0.5533	0.7259	0.7828
2	0.5708	0.7068	0.7977	0.5421	0.7318	0.7906
3	0.5607	0.7125	0.8029	0.5547	0.7282	0.7985
4	0.5541	0.7196	0.8021	0.5651	0.7106	0.7991
5	0.5548	0.7229	0.7920	0.5555	0.7235	0.7794
6	0.5488	0.7196	0.8147	0.5343	0.7494	0.8008
7	0.5467	0.7243	0.8170	0.5367	0.7365	0.7955
8	0.5414	0.7297	0.8255	0.5309	0.7412	0.7998
9	0.5303	0.7401	0.8325	0.5305	0.7412	0.8110
10	0.5354	0.7327	0.8386	0.5338	0.7471	0.8061
11	0.5173	0.7535	0.8329	0.5745	0.6965	0.8051
12	0.5157	0.7488	0.8429	0.5298	0.7388	0.8042
13	0.5069	0.7515	0.8599	0.5361	0.7482	0.8024
14	0.4983	0.7640	0.8664	0.5376	0.7482	0.8060
15	0.5073	0.7498	0.8475	0.5538	0.7235	0.7943
