epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.7061	0.4935	0.5310	0.6933	0.4863	0.4884
2	0.6971	0.5228	0.5544	0.6936	0.5006	0.5315
3	0.6947	0.5235	0.5772	0.6928	0.4970	0.5443
4	0.6953	0.5201	0.5879	0.6930	0.5065	0.5252
5	0.6941	0.5109	0.5883	0.6934	0.5006	0.5601
6	0.6904	0.5300	0.5853	0.6925	0.5042	0.5615
7	0.6897	0.5300	0.6173	0.6921	0.5018	0.5848
8	0.6893	0.5347	0.6129	0.6926	0.4982	0.5792
9	0.6865	0.5398	0.6245	0.6879	0.5137	0.5770
10	0.6882	0.5483	0.6144	0.6918	0.5006	0.5744
11	0.6905	0.5381	0.6250	0.6900	0.5065	0.5917
12	0.6797	0.5790	0.6419	0.6863	0.5137	0.5965
13	0.6818	0.5545	0.6302	0.6886	0.5149	0.5973
14	0.6742	0.5725	0.6508	0.6807	0.5707	0.6038
15	0.6752	0.5844	0.6597	0.6824	0.5684	0.5986
