epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.6909	0.5467	0.5521	0.7697	0.6565	0.7863
2	0.6702	0.5856	0.6229	0.7461	0.7365	0.8041
3	0.6555	0.6242	0.6604	0.7347	0.7482	0.8051
4	0.6375	0.6433	0.6895	0.7324	0.7329	0.8205
5	0.6227	0.6664	0.7118	0.7160	0.7682	0.8175
6	0.5983	0.7037	0.7443	0.7170	0.7435	0.8139
7	0.5897	0.7054	0.7546	0.7300	0.7118	0.8116
8	0.5702	0.7131	0.7766	0.7289	0.7106	0.8100
9	0.5654	0.7252	0.7797	0.7264	0.7165	0.7998
10	0.5423	0.7496	0.8025	0.7377	0.6882	0.7975
11	0.5414	0.7488	0.8050	0.7318	0.6906	0.7933
12	0.5408	0.7468	0.8040	0.7230	0.7106	0.7915
13	0.5338	0.7488	0.8116	0.7270	0.6976	0.7901
14	0.5324	0.7610	0.8123	0.7253	0.7082	0.7895
15	0.5251	0.7622	0.8185	0.7247	0.7094	0.7892
