epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.8326	0.5133	0.5235	0.7013	0.5006	0.5146
2	0.7030	0.5133	0.5826	0.6921	0.5184	0.5302
3	0.6965	0.5167	0.6219	0.6904	0.5303	0.5656
4	0.6867	0.5517	0.6484	0.6869	0.5482	0.5916
5	0.6872	0.5412	0.6657	0.6820	0.5612	0.5924
6	0.6810	0.5582	0.6786	0.6857	0.5279	0.5767
7	0.6751	0.5694	0.6990	0.6780	0.5458	0.5998
8	0.6755	0.5725	0.7056	0.6737	0.5779	0.6131
9	0.6707	0.5868	0.7197	0.6728	0.5731	0.6171
10	0.6674	0.5813	0.7353	0.6705	0.5743	0.6237
11	0.6616	0.5960	0.7441	0.6715	0.5707	0.6283
12	0.6588	0.5963	0.7487	0.6698	0.5898	0.6323
13	0.6576	0.6079	0.7538	0.6709	0.5767	0.6294
14	0.6587	0.6011	0.7776	0.6695	0.5945	0.6261
15	0.6519	0.6161	0.7842	0.6724	0.5648	0.6221
