epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.6786	0.6029	0.7477	0.6524	0.6274	0.6644
2	0.6169	0.6642	0.8173	0.6526	0.6262	0.6586
3	0.6006	0.6736	0.8384	0.6593	0.6380	0.6635
4	0.5613	0.7053	0.8400	0.6721	0.6333	0.6734
5	0.5381	0.7204	0.8801	0.6851	0.6285	0.6496
6	0.5267	0.7289	0.8883	0.6952	0.6167	0.6553
7	0.5064	0.7440	0.9084	0.6976	0.6073	0.6440
8	0.4850	0.7595	0.9153	0.7131	0.6120	0.6421
9	0.4744	0.7676	0.9282	0.7293	0.6120	0.6370
10	0.4736	0.7740	0.9366	0.7372	0.6026	0.6245
11	0.4556	0.7753	0.9405	0.7605	0.6038	0.6175
12	0.4444	0.7865	0.9436	0.7706	0.6120	0.6239
13	0.4260	0.7952	0.9516	0.7806	0.5896	0.6083
14	0.4242	0.8050	0.9524	0.8118	0.6156	0.6254
15	0.4175	0.8067	0.9580	0.8163	0.5991	0.6147
