epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.7084	0.5126	0.7262	0.6637	0.6200	0.6880
2	0.6623	0.5962	0.7707	0.6625	0.6235	0.7185
3	0.6296	0.6384	0.8106	0.6359	0.6341	0.6941
4	0.6054	0.6615	0.8319	0.6329	0.6129	0.6731
5	0.5914	0.6826	0.8526	0.6359	0.6271	0.6821
6	0.5631	0.6956	0.8598	0.6858	0.6141	0.6885
7	0.5616	0.6985	0.8808	0.6579	0.6212	0.6556
8	0.5584	0.6964	0.8826	0.6815	0.6224	0.6781
9	0.5394	0.7009	0.9022	0.6641	0.6271	0.6708
10	0.5257	0.7224	0.9095	0.7125	0.6118	0.6699
11	0.5090	0.7346	0.9127	0.6914	0.6259	0.6600
12	0.5037	0.7472	0.9272	0.6963	0.6282	0.6510
13	0.4859	0.7565	0.9293	0.6933	0.6165	0.6542
14	0.4694	0.7687	0.9354	0.7342	0.6224	0.6652
15	0.4650	0.7577	0.9433	0.7473	0.5965	0.6553
