epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.6905	0.5289	0.6365	0.6734	0.5933	0.6207
2	0.6670	0.5837	0.6538	0.6811	0.5660	0.6165
3	0.6543	0.5954	0.6861	0.6478	0.6088	0.6528
4	0.6539	0.6002	0.6893	0.6479	0.6040	0.6553
5	0.6393	0.6178	0.6778	0.6507	0.6112	0.6353
6	0.6399	0.6233	0.6790	0.6541	0.5945	0.6395
7	0.6340	0.6271	0.7192	0.6496	0.6017	0.6401
8	0.6297	0.6388	0.7235	0.6496	0.6076	0.6351
9	0.6225	0.6374	0.7439	0.6472	0.6005	0.6269
10	0.6213	0.6402	0.7551	0.6610	0.5933	0.6305
11	0.6102	0.6481	0.7393	0.6849	0.5898	0.6185
12	0.6184	0.6494	0.7702	0.6485	0.5945	0.6482
13	0.6101	0.6491	0.7867	0.6525	0.5815	0.6356
14	0.5984	0.6698	0.7827	0.6850	0.5874	0.6260
15	0.5919	0.6777	0.7867	0.6854	0.5957	0.6395
