epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.7689	0.4802	0.5814	0.6906	0.5366	0.5762
2	0.6960	0.5137	0.5775	0.6905	0.5377	0.5672
3	0.6893	0.5382	0.5855	0.6925	0.5377	0.5967
4	0.6878	0.5436	0.5945	0.6968	0.5377	0.6159
5	0.6903	0.5461	0.5903	0.7000	0.5377	0.5946
6	0.6855	0.5511	0.5988	0.6968	0.5377	0.5926
7	0.6856	0.5551	0.6162	0.6992	0.5377	0.6002
8	0.6879	0.5475	0.6129	0.7047	0.5377	0.6036
9	0.6849	0.5547	0.6252	0.7029	0.5377	0.6132
10	0.6811	0.5756	0.6404	0.7028	0.5377	0.6164
11	0.6757	0.5792	0.6572	0.7134	0.5377	0.6110
12	0.6761	0.5792	0.6528	0.7023	0.5377	0.6366
13	0.6755	0.5832	0.6854	0.6992	0.5377	0.6274
14	0.6728	0.5911	0.6869	0.7015	0.5377	0.6120
15	0.6742	0.5990	0.6965	0.7036	0.5377	0.6112
