epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.7114	0.5152	0.7067	0.6839	0.5682	0.5811
2	0.6682	0.5851	0.7729	0.6695	0.5835	0.6186
3	0.6450	0.6047	0.8064	0.6769	0.5647	0.6062
4	0.6168	0.6544	0.8276	0.6668	0.5718	0.6307
5	0.6034	0.6628	0.8500	0.6610	0.5824	0.6387
6	0.5787	0.6811	0.8602	0.6799	0.5729	0.6310
7	0.5674	0.6851	0.8726	0.6815	0.5694	0.6169
8	0.5485	0.7054	0.8855	0.7086	0.5706	0.5961
9	0.5362	0.7236	0.8969	0.6977	0.5671	0.6076
10	0.5301	0.7213	0.9063	0.7009	0.5729	0.6063
11	0.5249	0.7267	0.9115	0.7069	0.5565	0.6021
12	0.5094	0.7314	0.9207	0.7190	0.5776	0.6039
13	0.4922	0.7453	0.9242	0.7101	0.5859	0.6218
14	0.4905	0.7530	0.9341	0.7166	0.5918	0.6167
15	0.4812	0.7561	0.9393	0.7342	0.5776	0.6029
