epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.6936	0.5518	0.7126	0.6625	0.6262	0.6502
2	0.6447	0.6220	0.7688	0.6654	0.6321	0.6475
3	0.6229	0.6461	0.8164	0.6698	0.5991	0.6277
4	0.5948	0.6649	0.8235	0.6680	0.6250	0.6531
5	0.5754	0.6847	0.8680	0.6817	0.5814	0.6166
6	0.5479	0.7073	0.8839	0.6850	0.6002	0.6316
7	0.5416	0.7138	0.8969	0.6900	0.6073	0.6295
8	0.5172	0.7217	0.9115	0.7063	0.5884	0.6156
9	0.4998	0.7423	0.9250	0.7223	0.5554	0.5984
10	0.4829	0.7574	0.9314	0.7366	0.5967	0.5976
11	0.4832	0.7484	0.9370	0.7432	0.5708	0.6032
12	0.4840	0.7513	0.9481	0.7754	0.5967	0.5908
13	0.4566	0.7703	0.9526	0.7528	0.5790	0.6002
14	0.4447	0.7732	0.9543	0.7742	0.5601	0.6048
15	0.4412	0.7829	0.9606	0.7742	0.5743	0.6050
