epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.6922	0.5205	0.5314	0.7436	0.5035	0.5050
2	0.6974	0.5018	0.5002	0.7430	0.5083	0.5225
3	0.6945	0.5169	0.5179	0.7428	0.5248	0.5374
4	0.6941	0.5115	0.5157	0.7424	0.5259	0.5491
5	0.6920	0.5238	0.5319	0.7420	0.5318	0.5594
6	0.6952	0.5065	0.5087	0.7418	0.5354	0.5647
7	0.6942	0.5068	0.5152	0.7418	0.5401	0.5676
8	0.6918	0.5248	0.5356	0.7416	0.5413	0.5711
9	0.6928	0.5227	0.5237	0.7415	0.5413	0.5731
10	0.6936	0.5241	0.5267	0.7415	0.5460	0.5737
11	0.6930	0.5245	0.5283	0.7415	0.5413	0.5738
12	0.6945	0.5050	0.5106	0.7415	0.5448	0.5748
13	0.6960	0.5104	0.5091	0.7415	0.5460	0.5757
14	0.6921	0.5295	0.5340	0.7415	0.5460	0.5750
15	0.6927	0.5112	0.5246	0.7415	0.5436	0.5749
