epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.6975	0.5327	0.7591	0.6726	0.5743	0.6318
2	0.6440	0.6276	0.8048	0.6656	0.5874	0.6349
3	0.6054	0.6549	0.8410	0.6742	0.5969	0.6306
4	0.5766	0.6845	0.8709	0.6896	0.5779	0.6194
5	0.5523	0.7083	0.8888	0.6931	0.6064	0.6295
6	0.5298	0.7345	0.9021	0.7183	0.5612	0.6255
7	0.5074	0.7427	0.9128	0.7204	0.5886	0.6233
8	0.4903	0.7526	0.9239	0.7342	0.5850	0.6330
9	0.4669	0.7767	0.9328	0.7472	0.5743	0.6283
10	0.4511	0.7815	0.9395	0.7607	0.5981	0.6272
11	0.4464	0.7822	0.9476	0.7964	0.5981	0.6207
12	0.4283	0.7985	0.9541	0.7892	0.5850	0.6217
13	0.4201	0.8057	0.9583	0.8161	0.5910	0.6161
14	0.4030	0.8114	0.9645	0.8090	0.5719	0.6132
15	0.3869	0.8257	0.9660	0.8366	0.5743	0.6212
