epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.6890	0.5288	0.6140	0.6454	0.6929	0.7394
2	0.6814	0.5666	0.6420	0.6484	0.6871	0.7548
3	0.6752	0.5885	0.6569	0.6315	0.6929	0.7573
4	0.6776	0.5844	0.6503	0.6252	0.7000	0.7519
5	0.6664	0.5990	0.6647	0.5974	0.7024	0.7545
6	0.6630	0.6063	0.6652	0.5964	0.7094	0.7327
7	0.6653	0.6055	0.6828	0.6326	0.6647	0.7538
8	0.6578	0.6205	0.6840	0.6133	0.6918	0.7356
9	0.6563	0.6169	0.6906	0.6206	0.6953	0.7365
10	0.6538	0.6116	0.7121	0.6178	0.6894	0.7359
11	0.6445	0.6287	0.7028	0.6161	0.6788	0.7442
12	0.6411	0.6364	0.7283	0.5985	0.6906	0.7508
13	0.6384	0.6437	0.7406	0.6122	0.6965	0.7468
14	0.6266	0.6498	0.7390	0.5987	0.6906	0.7309
15	0.6259	0.6518	0.7622	0.6218	0.6694	0.7114
