epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.7686	0.5254	0.6217	0.6849	0.5825	0.6140
2	0.6860	0.5605	0.6519	0.6783	0.5542	0.6295
3	0.6800	0.5736	0.6832	0.6732	0.5660	0.6561
4	0.6705	0.5760	0.7041	0.6902	0.5389	0.6541
5	0.6663	0.5989	0.7323	0.6648	0.5802	0.6812
6	0.6590	0.6106	0.7456	0.6548	0.6250	0.6805
7	0.6522	0.6238	0.7576	0.6548	0.6050	0.6915
8	0.6403	0.6403	0.7744	0.6523	0.6144	0.6929
9	0.6329	0.6437	0.7871	0.6394	0.6486	0.6985
10	0.6287	0.6497	0.8065	0.6473	0.6097	0.6959
11	0.6165	0.6639	0.8158	0.6330	0.6486	0.7079
12	0.6193	0.6635	0.8294	0.6375	0.6250	0.7081
13	0.6056	0.6780	0.8358	0.6336	0.6392	0.7028
14	0.5987	0.6787	0.8446	0.6287	0.6439	0.7056
15	0.5916	0.6901	0.8578	0.6335	0.6344	0.7031
