epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.6712	0.5927	0.7916	0.6243	0.6494	0.7120
2	0.5832	0.6892	0.8406	0.6101	0.6588	0.7298
3	0.5550	0.7171	0.8711	0.6147	0.6647	0.7234
4	0.5225	0.7285	0.8966	0.6454	0.6459	0.7202
5	0.5007	0.7476	0.9075	0.6666	0.6424	0.7108
6	0.4695	0.7665	0.9239	0.6965	0.6318	0.7050
7	0.4569	0.7786	0.9351	0.6682	0.6624	0.7099
8	0.4305	0.7974	0.9428	0.6913	0.6553	0.7086
9	0.4186	0.8031	0.9530	0.7058	0.6388	0.6940
10	0.3919	0.8152	0.9540	0.7286	0.6588	0.7075
11	0.3806	0.8196	0.9629	0.7486	0.6459	0.6979
12	0.3686	0.8310	0.9680	0.7577	0.6435	0.6962
13	0.3473	0.8411	0.9698	0.7855	0.6353	0.6933
14	0.3432	0.8468	0.9731	0.7954	0.6471	0.6977
15	0.3350	0.8498	0.9743	0.8493	0.6388	0.6958
