epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.6819	0.5847	0.5090	0.7550	0.6024	0.5492
2	0.6731	0.5878	0.5584	0.7545	0.6024	0.5720
3	0.6752	0.5881	0.5521	0.7542	0.6047	0.5875
4	0.6701	0.5871	0.5758	0.7542	0.6094	0.5993
5	0.6695	0.5925	0.5800	0.7541	0.6106	0.6066
6	0.6706	0.5921	0.5691	0.7540	0.6106	0.6098
7	0.6697	0.5891	0.5760	0.7540	0.6118	0.6115
8	0.6670	0.5958	0.5912	0.7539	0.6118	0.6138
9	0.6694	0.5935	0.5766	0.7539	0.6118	0.6140
10	0.6720	0.5864	0.5631	0.7539	0.6118	0.6148
11	0.6690	0.5898	0.5812	0.7539	0.6118	0.6150
12	0.6697	0.5797	0.5783	0.7539	0.6118	0.6151
13	0.6677	0.5861	0.5870	0.7539	0.6118	0.6149
14	0.6666	0.5864	0.5937	0.7539	0.6118	0.6153
15	0.6676	0.5891	0.5884	0.7539	0.6118	0.6150
