epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.7042	0.5024	0.5329	0.6929	0.4946	0.5379
2	0.6989	0.4910	0.5586	0.6930	0.4970	0.5239
3	0.6914	0.5241	0.5902	0.6939	0.4994	0.5509
4	0.6987	0.5107	0.5841	0.6929	0.5030	0.5419
5	0.6936	0.5238	0.5940	0.6925	0.5351	0.5392
6	0.6907	0.5344	0.6130	0.6921	0.5125	0.5392
7	0.6903	0.5279	0.6028	0.6893	0.5161	0.5577
8	0.6885	0.5430	0.6295	0.6885	0.5137	0.5677
9	0.6854	0.5417	0.6341	0.6897	0.5065	0.5406
10	0.6844	0.5468	0.6512	0.6845	0.5375	0.5751
11	0.6784	0.5606	0.6580	0.6833	0.5648	0.5812
12	0.6719	0.5737	0.6760	0.6768	0.5600	0.5938
13	0.6738	0.5675	0.6529	0.6908	0.5291	0.6002
14	0.6728	0.5737	0.6579	0.6845	0.5410	0.5797
15	0.6774	0.5596	0.6712	0.6767	0.5684	0.5934
