epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.8342	0.5078	0.5339	0.6933	0.4976	0.5526
2	0.6989	0.5074	0.5445	0.6881	0.5659	0.5896
3	0.6982	0.5051	0.5623	0.6849	0.5576	0.6220
4	0.6944	0.5135	0.5772	0.6841	0.5224	0.6335
5	0.6888	0.5291	0.6104	0.6883	0.5165	0.6164
6	0.6922	0.5260	0.6246	0.6801	0.5729	0.6618
7	0.6870	0.5436	0.6428	0.6829	0.5459	0.6517
8	0.6850	0.5416	0.6591	0.6809	0.5824	0.6468
9	0.6855	0.5463	0.6711	0.6837	0.5306	0.6458
10	0.6802	0.5635	0.6899	0.6770	0.5871	0.6767
11	0.6792	0.5689	0.7022	0.6719	0.6071	0.6748
12	0.6773	0.5679	0.7120	0.6766	0.5718	0.6518
13	0.6710	0.5730	0.7133	0.6685	0.6047	0.6619
14	0.6728	0.5713	0.7214	0.6743	0.6118	0.6491
15	0.6687	0.5801	0.7202	0.6615	0.6259	0.6839
