epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.6605	0.6015	0.7426	0.6313	0.6494	0.7058
2	0.6280	0.6458	0.7573	0.6242	0.6541	0.7222
3	0.6031	0.6821	0.7698	0.6726	0.6188	0.7296
4	0.6010	0.6845	0.7800	0.6630	0.6859	0.7442
5	0.5968	0.6811	0.7888	0.5967	0.6741	0.7472
6	0.5895	0.6922	0.7929	0.6177	0.6471	0.7454
7	0.5831	0.6966	0.7887	0.6055	0.6706	0.7334
8	0.5757	0.6999	0.8002	0.6089	0.6965	0.7446
9	0.5730	0.7050	0.7981	0.6738	0.6388	0.7459
10	0.5762	0.7080	0.8060	0.5974	0.6859	0.7458
11	0.5590	0.7208	0.8123	0.5917	0.6859	0.7594
12	0.5619	0.7120	0.8154	0.5921	0.6918	0.7557
13	0.5474	0.7261	0.8217	0.6013	0.6871	0.7561
14	0.5449	0.7356	0.8409	0.6111	0.6741	0.7532
15	0.5388	0.7315	0.8433	0.5954	0.6859	0.7476
