epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.7630	0.5000	0.4914	0.6866	0.6673	0.5221
2	0.6991	0.5099	0.5072	0.6900	0.6673	0.5312
3	0.7043	0.4631	0.5160	0.6970	0.3327	0.5345
4	0.6948	0.5099	0.5136	0.6965	0.3381	0.5281
5	0.6943	0.4951	0.4989	0.6963	0.3327	0.5037
6	0.6955	0.4778	0.5095	0.6932	0.4604	0.5125
7	0.6980	0.4692	0.4975	0.6934	0.4047	0.5704
8	0.6964	0.5209	0.4856	0.7015	0.3327	0.5519
9	0.6952	0.4828	0.5238	0.6952	0.3327	0.5447
10	0.6964	0.4717	0.5210	0.6969	0.3327	0.5427
11	0.6941	0.5025	0.5306	0.6956	0.3327	0.5335
12	0.6949	0.5012	0.5247	0.6970	0.3327	0.5286
13	0.6960	0.4889	0.5261	0.6977	0.3327	0.5291
14	0.6955	0.4889	0.5021	0.7016	0.3327	0.5325
15	0.6927	0.5000	0.5460	0.6924	0.6673	0.4921
